sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
B033	4530	Oryza sativa	rice	B033	WGS sequence of Rice line B033	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri lanka	leaf	MC			BW 293-2	BW 293-2		I1A42503		Indica
B034	4530	Oryza sativa	rice	B034	WGS sequence of Rice line B034	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Albania 	leaf	MC			??????	&#38463;&#23572;&#24052;&#23612;&#20122;&#31181;	Albania Rice	I1A46282		Temperate japonica
B035	4530	Oryza sativa	rice	B035	WGS sequence of Rice line B035	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	MC			???	&#32654;&#22269;&#31291;	American Rice 	I1A28378		Indica
B036	4530	Oryza sativa	rice	B036	WGS sequence of Rice line B036	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	MC			Jijucas Claro	Jijucas Claro		I1A42751		Temperate japonica
B037	4530	Oryza sativa	rice	B037	WGS sequence of Rice line B037	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Argentina 	leaf	MC			Nanoay P.A	Nanoay P.A		I1A42759		japonica
B038	4530	Oryza sativa	rice	B038	WGS sequence of Rice line B038	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Egypt 	leaf	MC			Nabated A Smar	Nabated A Smar		I1A41795		Temperate japonica
B039	4530	Oryza sativa	rice	B039	WGS sequence of Rice line B039	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Ivory Coast 	leaf	MC			IRAT 10	IRAT 10		I1A48886		Intermediate type
B040	4530	Oryza sativa	rice	B040	WGS sequence of Rice line B040	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Uganda 	leaf	MC			K 24	K 24		I1A41816		Indica
B043	4530	Oryza sativa	rice	B043	WGS sequence of Rice line B043	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Australia 	leaf	MC			YR 83-23-11	YR 83-23-11		I1A42809		Tropical japonica
B044	4530	Oryza sativa	rice	B044	WGS sequence of Rice line B044	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	MC			??  ?	&#19977;&#30000;  &#31983;	Santiannuo	I1A57313		Indica
B045	4530	Oryza sativa	rice	B045	WGS sequence of Rice line B045	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	MC			???	&#23467;&#22478;&#39321;	Gongchengxiang 	I1A54970		Temperate japonica
